age,job,marital,education,make_deposit,y
51,services,married,unknown,0.005,no
38,housemaid,married,basic.9y,0.005,no
29,admin.,single,high.school,0.131,yes
31,technician,single,professional.course,0.007,no
35,self-employed,married,university.degree,0.002,no
46,blue-collar,married,basic.4y,0.017,no
28,blue-collar,married,basic.9y,0.001,no
36,admin.,married,high.school,0.598,yes
34,admin.,married,high.school,0.742,no
53,self-employed,married,university.degree,0.268,no
52,technician,divorced,professional.course,0.007,no
32,technician,single,university.degree,0.023,no
29,admin.,single,university.degree,0.438,no
33,blue-collar,married,basic.9y,0,no
24,student,single,basic.4y,0.053,no
37,admin.,single,unknown,0.011,no
42,admin.,married,university.degree,0.002,no
34,technician,divorced,professional.course,0.013,no
47,services,single,basic.6y,0.038,no
45,admin.,married,university.degree,0.596,no
41,blue-collar,single,basic.9y,0.033,no
33,technician,married,university.degree,0.002,no
55,retired,divorced,high.school,0,no
29,technician,single,university.degree,0.003,no
29,services,single,high.school,0.008,no
35,blue-collar,married,basic.6y,0.541,no
40,admin.,divorced,high.school,0.004,no
33,technician,married,professional.course,0.008,no
29,admin.,single,university.degree,0.009,no
36,management,divorced,high.school,0.003,no
33,technician,married,professional.course,0.006,no
30,self-employed,single,basic.9y,0.034,no
44,management,married,high.school,0.017,no
53,unknown,married,high.school,0.005,no
31,blue-collar,married,basic.9y,0.004,no
28,admin.,single,university.degree,0,no
52,blue-collar,married,basic.9y,0.005,no
24,services,single,high.school,0.001,no
38,management,single,basic.9y,0.379,no
30,self-employed,married,university.degree,0.003,no
42,self-employed,married,university.degree,0.281,yes
34,admin.,single,university.degree,0.313,no
49,blue-collar,divorced,basic.4y,0.001,no
33,unknown,married,unknown,0.01,no
53,admin.,divorced,university.degree,0.732,yes
52,housemaid,married,basic.6y,0.007,no
29,technician,married,professional.course,0.447,yes
54,admin.,married,university.degree,0.004,no
57,technician,divorced,professional.course,0.01,no
36,technician,married,high.school,0,no
31,technician,single,professional.course,0.015,no
33,blue-collar,married,basic.9y,0.004,no
40,unemployed,divorced,university.degree,0.003,no
34,entrepreneur,married,university.degree,0.014,no
50,housemaid,single,unknown,0.157,no
29,admin.,single,university.degree,0.296,no
60,self-employed,divorced,university.degree,0.655,yes
39,services,married,university.degree,0.241,yes
43,technician,divorced,professional.course,0.005,no
36,blue-collar,married,basic.6y,0.025,no
55,admin.,divorced,high.school,0.063,no
46,services,married,high.school,0.263,no
49,services,married,basic.6y,0.029,no
29,services,single,high.school,0.003,no
35,admin.,divorced,high.school,0,no
34,blue-collar,married,professional.course,0,no
56,unemployed,divorced,high.school,0.009,no
29,blue-collar,divorced,high.school,0.062,no
36,admin.,divorced,high.school,0.007,no
41,management,married,university.degree,0,no
43,blue-collar,married,high.school,0.005,no
47,admin.,married,high.school,0.467,yes
33,services,single,high.school,0.105,no
44,self-employed,married,basic.9y,0.018,no
34,admin.,single,university.degree,0.828,yes
37,technician,single,university.degree,0.5,no
57,retired,married,basic.4y,0.003,no
35,management,married,university.degree,0.001,no
53,self-employed,divorced,basic.9y,0.006,no
47,housemaid,married,basic.4y,0,no
28,blue-collar,single,professional.course,0.017,no
33,blue-collar,single,basic.4y,0.008,no
32,admin.,married,university.degree,0.002,no
25,admin.,divorced,professional.course,0.021,no
37,blue-collar,single,basic.9y,0.006,no
31,admin.,single,high.school,0.007,no
32,management,single,basic.4y,0.003,no
38,blue-collar,married,basic.4y,0.001,no
41,blue-collar,married,professional.course,0.004,no
51,management,married,high.school,0.007,no
38,technician,married,university.degree,0.013,no
48,admin.,married,high.school,0.009,no
32,blue-collar,married,professional.course,0.015,no
31,technician,married,professional.course,0.015,no
34,self-employed,single,professional.course,0.012,no
55,entrepreneur,divorced,university.degree,0.022,no
45,blue-collar,married,basic.4y,0.001,no
36,technician,married,high.school,0.005,no
31,admin.,single,basic.9y,0.515,yes
44,blue-collar,married,basic.6y,0.007,no
58,blue-collar,married,basic.4y,0.922,yes
37,services,married,high.school,0.553,yes
59,technician,single,basic.6y,0.251,no
45,admin.,married,unknown,0.001,no
39,services,married,unknown,0.47,yes
29,admin.,married,basic.6y,0.001,no
92,retired,divorced,unknown,0.576,yes
53,housemaid,married,unknown,0.005,no
34,blue-collar,married,basic.9y,0.029,no
39,technician,married,professional.course,0.147,no
52,technician,married,university.degree,0.918,yes
58,admin.,married,university.degree,0.253,no
56,blue-collar,married,basic.6y,0.081,no
41,blue-collar,married,basic.9y,0.021,yes
42,admin.,married,university.degree,0.081,no
43,services,single,high.school,0.532,yes
30,blue-collar,single,basic.9y,0,no
48,admin.,divorced,university.degree,0.003,no
59,blue-collar,married,basic.4y,0.58,yes
27,admin.,single,university.degree,0.001,no
50,blue-collar,married,basic.9y,0.021,no
55,admin.,divorced,university.degree,0.012,no
35,technician,single,professional.course,0.002,no
45,management,divorced,high.school,0.02,no
21,student,single,high.school,0.87,yes
50,services,married,high.school,0.658,yes
25,services,single,high.school,0.001,no
28,services,single,high.school,0.001,no
29,entrepreneur,divorced,basic.9y,0.202,no
46,blue-collar,married,basic.9y,0,no
55,services,married,basic.4y,0.004,no
31,services,married,professional.course,0.002,no
39,blue-collar,single,basic.9y,0.328,no
40,services,married,high.school,0.005,no
41,blue-collar,married,basic.4y,0.009,no
39,blue-collar,single,university.degree,0.008,no
46,admin.,single,university.degree,0.494,yes
45,management,married,university.degree,0.443,no
36,admin.,single,high.school,0.001,no
36,services,married,basic.6y,0.001,no
59,retired,divorced,basic.4y,0.001,no
46,blue-collar,married,basic.9y,0.018,no
27,technician,single,professional.course,0.024,no
34,admin.,single,university.degree,0,no
50,technician,married,professional.course,0,no
50,blue-collar,married,basic.9y,0.008,no
50,management,married,university.degree,0.789,yes
49,technician,divorced,unknown,0.366,no
28,blue-collar,single,basic.9y,0.324,no
35,services,single,university.degree,0.18,no
32,blue-collar,married,basic.6y,0.014,no
25,management,married,basic.6y,0.018,no
36,admin.,single,high.school,0.502,yes
51,housemaid,married,basic.4y,0.002,no
31,self-employed,single,university.degree,0.235,no
38,technician,married,professional.course,0,no
46,admin.,single,high.school,0.004,no
42,admin.,married,unknown,0,no
27,management,married,university.degree,0.22,no
43,services,divorced,basic.6y,0.142,no
57,retired,married,basic.4y,0.003,no
59,retired,married,professional.course,0.004,no
46,blue-collar,married,basic.4y,0.013,no
32,admin.,single,university.degree,0.114,no
57,self-employed,married,basic.9y,0.003,no
58,admin.,married,basic.4y,0.001,no
30,admin.,single,university.degree,0.021,no
29,admin.,single,university.degree,0.004,no
39,services,married,high.school,0.002,no
41,blue-collar,married,basic.4y,0.012,no
50,services,single,high.school,0.003,no
28,admin.,married,high.school,0.006,no
54,self-employed,married,basic.9y,0.035,no
33,admin.,married,high.school,0,no
39,admin.,married,university.degree,0,no
50,housemaid,married,basic.9y,0.012,no
33,blue-collar,married,basic.9y,0.002,no
34,entrepreneur,married,basic.4y,0.006,no
34,technician,married,professional.course,0.904,yes
31,technician,single,university.degree,0.002,no
41,blue-collar,married,basic.9y,0.009,no
49,entrepreneur,married,basic.4y,0.005,no
57,services,married,professional.course,0.011,no
45,technician,divorced,university.degree,0.271,no
34,admin.,married,university.degree,0.328,no
27,student,single,unknown,0.204,no
54,entrepreneur,married,basic.4y,0.001,no
27,self-employed,single,university.degree,0.449,no
39,technician,married,university.degree,0.706,yes
37,technician,single,professional.course,0,no
31,admin.,single,university.degree,0.573,yes
39,admin.,single,university.degree,0.253,yes
38,technician,married,professional.course,0.005,no
29,admin.,single,university.degree,0.428,yes
25,services,married,high.school,0.007,no
33,technician,married,professional.course,0.317,yes
44,entrepreneur,married,basic.4y,0.41,yes
28,unemployed,married,professional.course,0.386,no
32,unknown,single,professional.course,0.014,no
31,management,single,university.degree,0.005,no
52,admin.,married,university.degree,0.713,yes
28,services,single,high.school,0.022,no
44,management,married,university.degree,0.001,no
31,admin.,single,high.school,0.009,no
42,blue-collar,married,high.school,0.003,no
31,admin.,single,university.degree,0.001,no
36,services,married,high.school,0,no
27,technician,single,professional.course,0.003,no
48,technician,married,high.school,0.006,no
38,admin.,married,high.school,0.003,no
49,services,married,high.school,0.007,no
38,technician,married,professional.course,0,no
62,self-employed,married,university.degree,0.288,no
38,admin.,single,university.degree,0.028,no
35,admin.,single,basic.4y,0.001,no
50,management,married,university.degree,0.637,yes
54,admin.,single,university.degree,0.018,no
49,blue-collar,married,basic.4y,0.237,no
31,blue-collar,married,basic.6y,0.005,no
45,self-employed,divorced,professional.course,0.062,no
31,blue-collar,single,basic.9y,0.11,no
49,entrepreneur,divorced,basic.9y,0.164,no
30,technician,married,high.school,0.011,no
30,technician,single,professional.course,0.033,no
46,technician,married,professional.course,0,no
53,admin.,married,university.degree,0.418,no
45,blue-collar,married,basic.4y,0.002,no
53,blue-collar,married,basic.4y,0,yes
49,blue-collar,divorced,unknown,0.001,no
34,admin.,divorced,university.degree,0.002,no
58,admin.,married,university.degree,0,no
32,admin.,single,university.degree,0,no
37,admin.,single,university.degree,0.014,no
50,management,divorced,university.degree,0.01,no
31,entrepreneur,single,basic.9y,0.005,no
42,services,married,professional.course,0.205,yes
42,management,married,high.school,0.012,no
26,admin.,single,high.school,0.009,no
34,admin.,single,university.degree,0.525,no
29,admin.,single,university.degree,0.014,no
42,admin.,divorced,university.degree,0.005,no
58,entrepreneur,married,basic.4y,0.033,no
58,housemaid,married,basic.4y,0.004,no
26,admin.,married,high.school,0.199,no
45,unemployed,divorced,basic.4y,0.468,no
29,admin.,single,university.degree,0.004,no
41,management,married,unknown,0.003,no
39,technician,married,high.school,0.485,yes
36,blue-collar,married,basic.4y,0.001,no
37,blue-collar,married,basic.6y,0.002,no
47,blue-collar,single,basic.4y,0.006,no
30,blue-collar,divorced,basic.9y,0.008,no
35,blue-collar,married,unknown,0.004,no
35,blue-collar,single,high.school,0.005,no
36,management,married,university.degree,0.004,no
43,technician,divorced,high.school,0.02,no
29,admin.,single,university.degree,0.015,no
36,admin.,divorced,high.school,0.001,no
32,management,single,university.degree,0.001,no
37,services,single,high.school,0.038,yes
44,technician,married,professional.course,0.024,no
53,retired,married,high.school,0.004,no
35,admin.,single,high.school,0.003,no
38,management,married,professional.course,0.004,no
48,technician,married,high.school,0,no
38,management,single,university.degree,0.012,no
25,management,married,university.degree,0.043,no
36,admin.,married,university.degree,0.817,yes
28,self-employed,single,university.degree,0.112,no
27,admin.,married,university.degree,0.089,yes
31,unemployed,single,university.degree,0.012,no
44,blue-collar,single,professional.course,0.02,no
63,retired,married,high.school,0.191,yes
34,admin.,single,university.degree,0.026,no
28,blue-collar,married,basic.9y,0.001,no
54,housemaid,married,basic.4y,0.026,no
60,retired,married,high.school,0.704,yes
24,technician,married,high.school,0.15,no
63,housemaid,married,basic.4y,0.539,yes
38,technician,married,professional.course,0.007,no
33,technician,single,university.degree,0.075,no
40,admin.,single,high.school,0.006,no
34,blue-collar,single,high.school,0.049,no
30,technician,unknown,university.degree,0.272,no
48,technician,married,professional.course,0.005,no
49,blue-collar,single,unknown,0.01,no
30,technician,married,university.degree,0.005,no
28,unemployed,single,university.degree,0.318,no
58,unemployed,married,basic.9y,0.199,no
30,blue-collar,married,basic.9y,0.007,no
33,admin.,single,university.degree,0.001,no
41,blue-collar,divorced,basic.4y,0.276,yes
30,services,single,unknown,0.004,no
49,admin.,married,university.degree,0.001,no
33,blue-collar,single,basic.4y,0.053,no
29,admin.,married,university.degree,0.002,no
37,entrepreneur,married,university.degree,0.381,no
28,self-employed,married,professional.course,0.001,no
35,services,single,high.school,0.015,no
59,retired,married,basic.6y,0.01,no
31,management,single,university.degree,0.004,no
43,housemaid,married,basic.4y,0,no
35,blue-collar,married,basic.9y,0.007,no
54,blue-collar,married,basic.4y,0.213,no
35,blue-collar,married,basic.9y,0.003,no
39,management,single,high.school,0.043,no
39,blue-collar,married,basic.9y,0.019,no
49,management,married,high.school,0,no
43,blue-collar,married,basic.4y,0.003,no
41,self-employed,married,basic.9y,0.001,no
29,blue-collar,single,basic.9y,0.005,no
36,admin.,single,university.degree,0,no
41,housemaid,married,high.school,0.002,no
71,retired,divorced,basic.4y,0.264,no
